STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop20,year,n,hitrun,ped,cyclist,cite_for_dui,cite_for_speed,n_perk
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2016,169,6,0,0,4,22,15.538801029790365
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2017,201,7,0,0,7,25,18.481059212945937
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2018,208,6,0,1,9,32,19.12467819051122
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2019,191,12,0,2,4,29,17.56160353070982
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2020,182,3,1,0,7,30,16.734093416697316
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2021,200,10,1,0,6,20,18.389113644722325
53,043,01514052,53043,Lincoln,Lincoln County,06,H1,G4020,NA,NA,NA,A,5984421204,75265950,+47.5827433,-118.4176925,10876,2022,208,10,1,1,15,23,19.12467819051122
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2014,3164,272,43,39,124,345,11.479948187844462
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2015,3462,330,52,32,126,319,12.561182245991633
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2016,3293,306,57,24,92,253,11.947999172747096
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2017,3352,250,36,31,116,251,12.162069003051403
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2018,3576,266,61,21,122,237,12.974808697766054
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2019,3456,275,45,34,113,192,12.539412432740349
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2020,2746,217,45,18,87,206,9.963317864671584
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2021,3159,293,56,22,97,220,11.461806676801725
53,035,01529223,53035,Kitsap,Kitsap County,06,H1,G4020,500,14740,NA,A,1023308791,442187072,+47.6395948,-122.6496339,275611,2022,3070,249,52,28,73,213,11.138887780240992
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2014,796,93,17,8,26,58,16.592666708356784
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2015,795,100,18,11,21,68,16.571821649677943
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2016,678,101,11,4,23,38,14.132949784253643
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2017,816,116,16,6,15,55,17.009567881933588
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2018,690,66,15,6,13,32,14.383090488399725
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2019,681,63,15,7,15,52,14.195484960290164
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2020,500,38,5,3,17,53,10.422529339420091
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2021,506,56,9,6,15,42,10.547599691493131
53,075,01533501,53075,Whitman,Whitman County,06,H1,G4020,446,39420,NA,A,5592463291,48246698,+46.9059441,-117.5353898,47973,2022,549,40,13,13,13,40,11.44393721468326
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2014,780,107,16,5,53,40,11.8674497154855
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2015,930,99,9,3,52,57,14.149651583848097
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2016,782,101,9,2,46,50,11.897879073730335
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2017,863,117,9,3,47,36,13.130268082646138
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2018,962,121,15,5,52,67,14.636521315765451
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2019,925,113,14,3,51,48,14.073578188236011
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2020,877,136,11,6,54,55,13.34327359035998
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2021,1113,184,14,4,55,53,16.933937863250463
53,045,01529221,53045,Mason,Mason County,06,H1,G4020,500,43220,NA,A,2485218918,236969801,+47.3508322,-123.1731033,65726,2022,1120,200,18,4,59,67,17.040440617107386
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2014,2102,255,38,23,103,191,16.228777900450115
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2015,2559,351,24,24,120,178,19.7571087760475
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2016,2348,339,35,19,133,139,18.12805447681107
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2017,2364,299,31,23,104,150,18.251584660639423
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2018,2618,334,34,26,126,159,20.212626328914556
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2019,2627,347,36,19,131,198,20.282112057318006
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2020,2062,332,25,11,139,118,15.919952440879227
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2021,2431,351,23,13,141,143,18.76886730542066
53,057,01531402,53057,Skagit,Skagit County,06,H1,G4020,500,34580,NA,A,4481338199,483760601,+48.4932917,-121.8157703,129523,2022,2402,351,36,21,139,138,18.544968847231765
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2014,13188,2242,251,110,424,1385,14.317197355422145
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2015,14755,2697,267,139,501,1349,16.018368742739895
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2016,14485,3038,267,122,459,1065,15.725250507528797
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2017,15610,3229,279,104,494,1130,16.946576487575044
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2018,16574,3452,298,121,563,1257,17.993117149588006
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2019,15686,3401,305,123,541,1031,17.0290838426715
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2020,13102,3060,239,88,433,881,14.223833769391943
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2021,15987,4119,281,73,381,1245,17.35585639377721
53,053,01529159,53053,Pierce,Pierce County,06,H1,G4020,500,42660,45104,A,4320001331,356119653,+47.0514128,-122.1532402,921130,2022,14467,3768,249,82,391,961,15.705709291848056
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2014,4508,621,88,78,153,521,15.292086311411737
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2015,5003,619,80,95,115,570,16.971230660158145
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2016,4742,542,90,61,137,540,16.085863639910038
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2017,5081,609,79,58,143,549,17.235823102990913
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2018,5042,580,112,64,186,503,17.103526881574528
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2019,4979,553,91,65,164,482,16.889817600824987
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2020,3707,478,53,42,159,331,12.574925456167549
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2021,4665,553,65,49,143,431,15.824663407882818
53,067,01529226,53067,Thurston,Thurston County,06,H1,G4020,500,36500,NA,A,1871256793,133627810,+46.9358216,-122.8301524,294793,2022,4174,479,65,46,171,350,14.159087902358603
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2014,1121,107,14,8,48,107,11.586683066491643
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2015,1236,103,16,9,41,80,12.77532584316117
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2016,1257,128,11,7,35,86,12.99238235020517
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2017,1306,165,8,0,32,79,13.498847533307838
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2018,1437,117,14,7,54,51,14.852866696296603
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2019,1433,117,18,5,51,143,14.811522599716794
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2020,1230,128,9,6,63,99,12.713309698291456
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2021,1498,162,10,8,79,111,15.4833641691387
53,021,01531822,53021,Franklin,Franklin County,06,H1,G4020,313,28420,NA,A,3215718486,60508754,+46.5375019,-118.9038912,96749,2022,1597,153,21,6,73,141,16.506630559488986
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2014,149,7,2,0,7,18,12.379528082419409
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2015,147,4,1,0,11,15,12.213359920239283
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2016,132,11,1,0,7,10,10.967098703888336
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2017,154,9,2,0,15,11,12.794948487869725
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2018,166,10,0,0,5,12,13.791957460950483
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2019,151,10,0,1,7,11,12.545696244599535
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2020,146,21,2,0,5,10,12.130275839149219
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2021,138,11,0,1,6,11,11.465603190428714
53,059,01529220,53059,Skamania,Skamania County,06,H1,G4020,440,38900,NA,A,4294897557,73323243,+46.0247853,-121.9532319,12036,2022,134,6,0,0,6,10,11.133266866068462
